X,Y,N�,DREN,CODE ETA,ETABLISSEM,COMMUNE,QUARTIER,LATITUDE,LONGITUDE,NATURE ETA,EFFECTIF T,field_11,field_12,field_13,icon_url
0,0,"329",ABIDJAN 4,"41616",COLLEGE EULALIE BLAH 2 / ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0029,5.42,"330",ABIDJAN 4,"12204",COLLEGE EULALIE BLAH  ABOBO  CLOUETCHA,ABOBO,SAMAKE,5.420000000000000,-4.002900000000000,GENERALE,,,,,./0.png
0,0,"331",ABIDJAN 4,"58195",COLLEGE FOUSSENI KONE ( CFK),PK18 QUARTIER RESIDENTIEL,,,,GENERALE,,,,,./0.png
-4.0619,5.4974,"332",ABIDJAN 4,"234",COLLEGE GAOUSSOU TOURE ANYAMA,ANYAMA,CHAPEL SAINT MICHEL,5.497400000000000,-4.061900000000000,GENERALE,,,,,./0.png
-4.0201,5.4127,"334",ABIDJAN 4,"11048",COLLEGE HAROUN TAZIEFF ABOBO,ABOBO,BANCO,5.412700000000000,-4.020100000000000,GENERALE,,,,,./0.png
0,0,"335",ABIDJAN 4,"190291",COLLEGE HERMANN ABOBO Avocatier,ABOBO,,,,GENERALE,,,,,./0.png
-4.0048,5.4097,"336",ABIDJAN 4,"190025",COLLEGE IRIS 1 ABOBO KENNEDY,ABOBO,"ABOBO TE, KENNEDY",5.409700000000000,-4.004800000000000,GENERALE,,,,,./0.png
-4.0261,5.4332,"337",ABIDJAN 4,"7666",COLLEGE IRIS 2 ABOBO AVOCATIER,ABOBO,ABOBO AVOCATIER,5.433200000000000,-4.026100000000000,GENERALE,,,,,./0.png
-4.0014,5.434,"338",ABIDJAN 4,"235",COLLEGE I.T.E.S ABOBO,ABOBO,ABOBO TE,5.434000000000000,-4.001400000000000,GENERALE,,,,,./0.png
0,0,"339",ABIDJAN 4,"190281",COLLEGE KOUASSI HAUDY MARCEL ANYAMA,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0055,5.4074,"340",ABIDJAN 4,"11402",COLLEGE LA BELLE �TOILE ABOBOT�-EXTENSION,ABOBO,ABOBOT�-EXTENSION,5.407400000000000,-4.005500000000000,GENERALE,,,,,./0.png
-4.0164,5.4459,"341",ABIDJAN 4,"190638",COLLEGE LAPLACE ABOBO AKEIKOI,ABOBO,ABOBO AKEIKOI,5.445900000000000,-4.016400000000000,GENERALE,,,,,./0.png
0,0,"342",ABIDJAN 4,"41617",COLLEGE LA REGINA / ANYAMA-ADJAME,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0317,5.4336,"343",ABIDJAN 4,"54660",COLLEGE LE COLOMBIER D'ABOBO,ABOBO,SAGBE NORD,5.433600000000000,-4.031700000000000,GENERALE,,,,,./0.png
-4.0119,5.4559,"344",ABIDJAN 4,"247",COLLEGE LE DESTIN ABOBO,ABOBO,AKEIKOI,5.455900000000000,-4.011900000000000,GENERALE,,,,,./0.png
-4.0365,5.4328,"345",ABIDJAN 4,"248",COLLEGE LE MAHOU ABOBO,ABOBO,SAGBE NORD,5.432800000000000,-4.036500000000000,GENERALE,,,,,./0.png
-4.0102,5.3962,"346",ABIDJAN 4,"33196",COLLEGE LE PANORAMA Abobo,ABOBO,ABOBO SUD,5.396200000000000,-4.010200000000000,GENERALE,,,,,./0.png
-4.0297,5.4141,"347",ABIDJAN 4,"192046",COLLEGE LE PARFAIT Abobo sagb�,ABOBO,SAGBE SUD,5.414100000000000,-4.029700000000000,GENERALE,,,,,./0.png
-4.0334,5.4177,"348",ABIDJAN 4,"250",COLLEGE LE PETIT CHAMPION ABOBO,ABOBO,SAGBE SUD,5.417700000000000,-4.033400000000000,GENERALE,,,,,./0.png
-4.0284,5.4434,"349",ABIDJAN 4,"190268",COLLEGE LE ROSIER ABOBO AGNISSANKOI,ABOBO,"AVOCATIER, CARREFOUR NIAMKEY",5.443400000000000,-4.028400000000000,GENERALE,,,,,./0.png
-4.0099,5.4342,"350",ABIDJAN 4,"17201",COLLEGE LES AS ABOBO PLAQUE 1,ABOBO,ABOBO PLAQUE,5.434200000000000,-4.009900000000000,GENERALE,,,,,./0.png
0,0,"351",ABIDJAN 4,"190098",COLLEGE LES ELYSEES ABOBO PK 18,ABOBO,ABOBO PK 18,,,GENERALE,,,,,./0.png
-4.0267,5.429,"352",ABIDJAN 4,"190019",COLLEGE LES FALAISES ABOBO,ABOBO,SAGBE NORD,5.429000000000000,-4.026700000000000,GENERALE,,,,,./0.png
-4.0034,5.437,"353",ABIDJAN 4,"255",COLLEGE LES GRACES ABOBO,ABOBO,SOGEFHIA,5.437000000000000,-4.003400000000000,GENERALE,,,,,./0.png
-4.0113,5.419,"354",ABIDJAN 4,"12208",COLLEGE LES NOUVEAUX HORIZONS ABOBO KENEDY,ABOBO,SAMAKE,5.419000000000000,-4.011300000000000,GENERALE,,,,,./0.png
-4.0051,5.4142,"355",ABIDJAN 4,"256",COLLEGE LES ORCHIDEES ABOBO,ABOBO,ABOBO TE,5.414200000000000,-4.005100000000000,GENERALE,,,,,./0.png
-4.0073,5.4519,"356",ABIDJAN 4,"190100",COLLEGE MALE GBINDE ABOBO AKEIKOI,ABOBO,AKEIKOI,5.451900000000000,-4.007300000000000,GENERALE,,,,,./0.png
-4.0055,5.4416,"357",ABIDJAN 4,"259",COLLEGE MARIE BLANCHE ABOBO,ABOBO,SOGEFHIA,5.441600000000000,-4.005500000000000,GENERALE,,,,,./0.png
-4.0389,5.4526,"358",ABIDJAN 4,"39702",COLLEGE MARIE ROSE DE LIMA,ABOBO,ABOBO PK 18,5.452600000000000,-4.038900000000000,GENERALE,,,,,./0.png
-4.0516,5.4877,"359",ABIDJAN 4,"49590",COLLEGE NADREAU LA SOURCE DE ABOBO,ABOBO,CARREFOUR CHATEAU,5.487700000000000,-4.051600000000000,GENERALE,,,,,./0.png
0,0,"360",ABIDJAN 4,"10655",COLLEGE NOGOLAMA Anyama,ANYAMA,,,,GENERALE,,,,,./0.png
0,0,"361",ABIDJAN 4,"190628",COLLEGE NOTRE DAME DE SECOURS ABOBO SAGBE,ABOBO,,,,GENERALE,,,,,./0.png
-4.0185,5.4383,"362",ABIDJAN 4,"13044",COLLEGE PERE LOUIS WACH ABOBO,ABOBO,SOGEFHIA COMPLEXE,5.438300000000000,-4.018500000000000,GENERALE,,,,,./0.png
-4.0217,5.4433,"363",ABIDJAN 4,"21320",COLLEGE PRIVE AMANDINE Abobo BC,ABOBO,AVOCATIER,5.443300000000000,-4.021700000000000,GENERALE,,,,,./0.png
0,0,"364",ABIDJAN 4,"33216",COLLEGE PRIVE CHARLES ELITE Abobo Belleville,ABOBO,Abobo Belleville,,,GENERALE,,,,,./0.png
-4.0474,5.4308,"365",ABIDJAN 4,"17271",COLLEGE PRIVE CHEMIN DE GLOIRE Abobo,ABOBO,ANONKOI KOUTE,5.430800000000000,-4.047400000000000,GENERALE,,,,,./0.png
0,0,"366",ABIDJAN 4,"35204",COLLEGE PRIVE DAVID Abobo,ABOBO,,,,GENERALE,,,,,./0.png
-4.0136,5.4315,"367",ABIDJAN 4,"39703",COLLEGE PRIVE DES JEUNES FILLES / ABOBO,ABOBO,AGBEKOI,5.431500000000000,-4.013600000000000,GENERALE,,,,,./0.png
-4.0073,5.4557,"368",ABIDJAN 4,"49591",COLLEGE PRIVE DJIGUIYA DE OUAMELHORO,ANYAMA,AKEIKOI,5.455700000000000,-4.007300000000000,GENERALE,,,,,./0.png
-4.0197,5.4396,"369",ABIDJAN 4,"338",COLLEGE PRIVE GSKL LES PINGOINS  ABOBO,ABOBO,"SOGEFHIA, COMPLEXE SPORTIF",5.439600000000000,-4.019700000000000,GENERALE,,,,,./0.png
0,0,"370",ABIDJAN 4,"21321",COLLEGE PRIVE HARMONIE DES VAINQUEURS 1 Abobo,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"371",ABIDJAN 4,"197467",COLLEGE PRIVE HOBIANOR D'ABOBO,ABOBO - N'DOTRE,,,,GENERALE,,,,,./0.png
0,0,"372",ABIDJAN 4,"21322",COLLEGE PRIVE IBC ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0832,5.438,"373",ABIDJAN 4,"41618",COLLEGE PRIVE JEAN LACOUR,ABOBO,N'DOTRE,5.438000000000000,-4.083200000000000,GENERALE,,,,,./0.png
0,0,"374",ABIDJAN 4,"197338",COLLEGE PRIVE KOROKO D'ABOBO,ABOBO,BELLEVILLE,,,GENERALE,,,,,./0.png
-4.0165,5.4484,"375",ABIDJAN 4,"33208",COLLEGE PRIVE KOUTOUAN Abobo Ak�ikoi,ABOBO,Abobo Ak�ikoi,5.448400000000000,-4.016500000000000,GENERALE,,,,,./0.png
0,0,"376",ABIDJAN 4,"54662",COLLEGE PRIVE KSA DE N'DOTRE,N'DOTRE,,,,GENERALE,,,,,./0.png
0,0,"377",ABIDJAN 4,"57956",COLLEGE PRIVE LA DIVINE PROVIDENCE,ANONKOUA KOUTE EXTENSION CITE SOTRAPIM,,,,GENERALE,,,,,./0.png
0,0,"378",ABIDJAN 4,"33210",COLLEGE PRIVE LES COCCINELLES Abobo,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"379",ABIDJAN 4,"197337",COLLEGE PRIVE LES OLYMPIQUES D'EBIMPE,ANYAMA - EBIMPE,,,,GENERALE,,,,,./0.png
-3.9989,5.452,"380",ABIDJAN 4,"54707",COLLEGE PRIVE LES PRINCES D'ABIDJAN AKEIKOI,ABOBO,ABOBO AKEIKOI,5.452000000000000,-3.998900000000000,GENERALE,,,,,./0.png
-4.0066,5.4145,"381",ABIDJAN 4,"39705",COLLEGE PRIVE MAMADOU COULIBALY / ABOBO,ABOBO,ABOBO SAMAKE,5.414500000000000,-4.006600000000000,GENERALE,,,,,./0.png
0,0,"382",ABIDJAN 4,"39704",COLLEGE PRIVE M.B.F / ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-3.9292,5.5147,"383",ABIDJAN 4,"54663",COLLEGE PRIVE MIC-CI ESPOIR DE BROFODOUME,BROFODOUME,BROFODOUME,5.514700000000000,-3.929200000000000,GENERALE,,,,,./0.png
-4.0546,5.491,"384",ABIDJAN 4,"190644",COLLEGE PRIVE MONIQUE ANYAMA,ANYAMA,ANYAMA CHATEAU D'EAU,5.491000000000000,-4.054600000000000,GENERALE,,,,,./0.png
0,0,"385",ABIDJAN 4,"54706",COLLEGE PRIVE NOTRE FAMILLE D'ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"386",ABIDJAN 4,"49592",COLLEGE PRIVE NOUSSIRA DE ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"387",ABIDJAN 4,"49593",COLLEGE PRIVE NOVIE DE ATTINGUIE,ATTINGUIE,,,,GENERALE,,,,,./0.png
-4.0635,5.4449,"388",ABIDJAN 4,"49594",COLLEGE PRIVE SAINTE ISABELLE DE ABOBO AGOUETO,ABOBO,PK 18 AGOUETO,5.444900000000000,-4.063500000000000,GENERALE,,,,,./0.png
-3.9874,5.4305,"389",ABIDJAN 4,"12260",COLLEGE PRIVE SAINT PIERRE CHARLES ABOBO,ABOBO,ABOBO BAOULE,5.430500000000000,-3.987400000000000,GENERALE,,,,,./0.png
0,0,"390",ABIDJAN 4,"41619",COLLEGE PRIVE VERSAILLES / N'DOTRE,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"391",ABIDJAN 4,"49596",COLLEGE PRIVE YAKOUA DE ABOBO N'DOTRE,ABOBO,ABOBO N'DOTRE,,,GENERALE,,,,,./0.png
-4.018,5.4333,"392",ABIDJAN 4,"287",COLLEGE RENE CAILLE ABOBO,ABOBO,"SOGEFHIA, CAMP COMMANDO",5.433300000000000,-4.018000000000000,GENERALE,,,,,./0.png
-3.991,5.4326,"393",ABIDJAN 4,"190634",COLLEGE ROSEE DIVINE ABOBO BAOULE BELLE-VILLE,ABOBO,ABOBO BELLEVILLE,5.432600000000000,-3.991000000000000,GENERALE,,,,,./0.png
-3.9874,5.4305,"394",ABIDJAN 4,"10149",COLLEGE SAINT BRICE PROVINCIAL GRACES ABOBO,ABOBO,ABOBO BAOULE,5.430500000000000,-3.987400000000000,GENERALE,,,,,./0.png
0,0,"395",ABIDJAN 4,"11121",COLLEGE SAINTE ANNICK   ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"396",ABIDJAN 4,"304",COLLEGE SAINTE CLAIRE DES BOIS ANYAMA,ANYAMA,,,,GENERALE,,,,,./0.png
0,0,"397",ABIDJAN 4,"9970",COLLEGE SAINT EDER,ABOBO,Abobot� Kenedy,,,GENERALE,,,,,./0.png
0,0,"398",ABIDJAN 4,"13073",COLLEGE SAINT EDER ANYAMA,ANYAMA,,,,GENERALE,,,,,./0.png
-4.023,5.4449,"399",ABIDJAN 4,"305",COLLEGE SAINTE FOI  ABOBO,ABOBO,AVOCATIER,5.444900000000000,-4.023000000000000,GENERALE,,,,,./0.png
-4.0286,5.4384,"400",ABIDJAN 4,"306",COLLEGE SAINTE RUTH Abobo,ABOBO,AVOCATIER,5.438400000000000,-4.028600000000000,GENERALE,,,,,./0.png
-4.019,5.431,"401",ABIDJAN 4,"293",COLLEGE SAINT ETIENNE ABOBO,ABOBO,AGBEKOI,5.431000000000000,-4.019000000000000,GENERALE,,,,,./0.png
0,0,"402",ABIDJAN 4,"9968",COLLEGE SAINT GILBERT DJAGO ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.018,5.4192,"403",ABIDJAN 4,"297",COLLEGE SAINT JOSEPH ABOBO,ABOBO,BANCO,5.419200000000000,-4.018000000000000,GENERALE,,,,,./0.png
-3.9984,5.4531,"404",ABIDJAN 4,"17203",COLLEGE SAINT MARC ABOBO AKEIKOI,ABOBO,ABOBO AKEIKOI,5.453100000000000,-3.998400000000000,GENERALE,,,,,./0.png
-4.0403,5.4987,"405",ABIDJAN 4,"300",COLLEGE SAINT MICHEL ANYAMA,ANYAMA,HOPITAL GENERAL ANYAMA,5.498700000000000,-4.040300000000000,GENERALE,,,,,./0.png
-4.0298,5.4408,"406",ABIDJAN 4,"190111",COLLEGE SAINT MOISE ABOBO Agnissankoua,ABOBO,AVOCATIER,5.440800000000000,-4.029800000000000,GENERALE,,,,,./0.png
0,0,"407",ABIDJAN 4,"190195",COLLEGE TOURE KANVALY,ANYAMA,,,,GENERALE,,,,,./0.png
-3.9947,5.4113,"408",ABIDJAN 4,"10425",COLLEGE VICTOR LOBA DJOKOUEHI DE ABOBO,ABOBO,ABOBO TE,5.411300000000000,-3.994700000000000,GENERALE,,,,,./0.png
-4.0617,5.4959,"409",ABIDJAN 4,"190013",COLLEGE YVAC ANYAMA,ANYAMA,SOUS-PREFECTURE,5.495900000000000,-4.061700000000000,GENERALE,,,,,./0.png
-4.0246,5.4369,"410",ABIDJAN 4,"12200",GROUPE SCOLAIRE ABRAHAM  AYEBY Abobo,ABOBO,"AYEBY Abobo, AVOCATIER",5.436900000000000,-4.024600000000000,GENERALE,,,,,./0.png
-4.0483,5.4612,"411",ABIDJAN 4,"10978",GROUPE SCOLAIRE ADJA MADOUE TOURE ANYAMA,ANYAMA,ANCIENNE GENDARMERIE,5.461200000000000,-4.048300000000000,GENERALE,,,,,./0.png
-4.0045,5.3903,"412",ABIDJAN 4,"190011",GROUPE SCOLAIRE ARC EN CIEL ABOBO,ABOBO,ZOO,5.390300000000000,-4.004500000000000,GENERALE,,,,,./0.png
-4.0543,5.4611,"413",ABIDJAN 4,"33237",GROUPE SCOLAIRE BUTHMANN Anyama,ANYAMA,ANCIENNE GENDARMERIE,5.461100000000000,-4.054300000000000,GENERALE,,,,,./0.png
0,0,"414",ABIDJAN 4,"190003",GROUPE SCOLAIRE FADIGA ABDOUL (GSFA) ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"415",ABIDJAN 4,"13039",GROUPE SCOLAIRE GBADJE ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0795,5.4433,"416",ABIDJAN 4,"35242",GROUPE SCOLAIRE GRACE JEANNINE Abobo,ABOBO,N'DOTRE,5.443300000000000,-4.079500000000000,GENERALE,,,,,./0.png
0,0,"417",ABIDJAN 4,"33243",GROUPE SCOLAIRE ISRA�L Abobo Baoul�,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"418",ABIDJAN 4,"13040",GROUPE SCOLAIRE JEAN BAPTISTE ABOUNAN ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0596,5.4478,"419",ABIDJAN 4,"35245",GROUPE SCOLAIRE KOFFI AGO Abobo,ABOBO,PK 18 AGOUETO,5.447800000000000,-4.059600000000000,GENERALE,,,,,./0.png
-4.0516,5.4877,"420",ABIDJAN 4,"49597",GROUPE SCOLAIRE LA COMPETENCE DE ANYAMA,ANYAMA,CARREFOUR CH�TEAU,5.487700000000000,-4.051600000000000,GENERALE,,,,,./0.png
-4.0528,5.5059,"421",ABIDJAN 4,"190295",GROUPE SCOLAIRE LA PAIX,ANYAMA,Anyama Belle-Ville,5.505900000000000,-4.052800000000000,GENERALE,,,,,./0.png
-4.0693,5.4328,"422",ABIDJAN 4,"33247",GROUPE SCOLAIRE LA RELEVE Abobo N'Dotr�,ABOBO,N'DOTRE,5.432800000000000,-4.069300000000000,GENERALE,,,,,./0.png
-4.0065,5.3959,"423",ABIDJAN 4,"12141",GROUPE SCOLAIRE LAROUSSE ABOBO,ABOBO,"PLATEAU DOKUI, CITE FOREST",5.395900000000000,-4.006500000000000,GENERALE,,,,,./0.png
0,0,"424",ABIDJAN 4,"252",GROUPE SCOLAIRE LEGRAND ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
-4.0148,5.4449,"425",ABIDJAN 4,"33249",GROUPE SCOLAIRE LE NID DES COLOMBES Abobo,ABOBO,"SOGEFHIA, AKEIKOI",5.444900000000000,-4.014800000000000,GENERALE,,,,,./0.png
-4.0603,5.4477,"426",ABIDJAN 4,"35251",GROUPE SCOLAIRE LEOPOLD SEDAR SENGHOR Abobo,ABOBO,PK 18 AGOUETO,5.447700000000000,-4.060300000000000,GENERALE,,,,,./0.png
-4.0583,5.434,"427",ABIDJAN 4,"13042",GROUPE SCOLAIRE LE PARTHENON ABOBO,ABOBO,CITE SOTRAPIM,5.434000000000000,-4.058300000000000,GENERALE,,,,,./0.png
-4.0412,5.4235,"428",ABIDJAN 4,"190332",GROUPE SCOLAIRE LE PELLETIER,ABOBO,ABOBO Pk18,5.423500000000000,-4.041200000000000,GENERALE,,,,,./0.png
-4.0119,5.4274,"429",ABIDJAN 4,"9967",GROUPE SCOLAIRE LES ELITES ABOBO,ABOBO,AGBEKOI,5.427400000000000,-4.011900000000000,GENERALE,,,,,./0.png
-4.0267,5.429,"430",ABIDJAN 4,"190287",GROUPE SCOLAIRE LES FALAISES ANYAMA  Akoup� Zeudji,ANYAMA,SAGBE NORD,5.429000000000000,-4.026700000000000,GENERALE,,,,,./0.png
-4.0749,5.4519,"431",ABIDJAN 4,"190343",GROUPE SCOLAIRE MICHEL VAKO,ABOBO,Abobo N'Dotr�,5.451900000000000,-4.074900000000000,GENERALE,,,,,./0.png
0,0,"432",ABIDJAN 4,"17151",GROUPE SCOLAIRE NAHACLAN Anyama,ANYAMA,,,,GENERALE,,,,,./0.png
-4.0108,5.4067,"433",ABIDJAN 4,"339",GROUPE SCOLAIRE NANTI ABOBO,ABOBO,ABOBO SUD,5.406700000000000,-4.010800000000000,GENERALE,,,,,./0.png
-4.0634,5.4447,"434",ABIDJAN 4,"12206",GROUPE SCOLAIRE SAINTE ELISABETH ABOBO,ABOBO,PK18 AGOUETO,5.444700000000000,-4.063400000000000,GENERALE,,,,,./0.png
-4.0096,5.3912,"435",ABIDJAN 4,"190105",GROUPE SCOLAIRE SAINTE JEANNE ABOBO Plateau Dokui,ABOBO,CUMORAH,5.391200000000000,-4.009600000000000,GENERALE,,,,,./0.png
-4.035,5.4324,"436",ABIDJAN 4,"190007",GROUPE SCOLAIRE SAINT MATHIEU ABOBO,ABOBO,SAGBER NORD,5.432400000000000,-4.035000000000000,GENERALE,,,,,./0.png
-4.0607,5.4519,"437",ABIDJAN 4,"190023",GROUPE SCOLAIRE SELODESIR Abobo PK 18,ABOBO,PK18 AGOUETO,5.451900000000000,-4.060700000000000,GENERALE,,,,,./0.png
-4.015,5.4388,"438",ABIDJAN 4,"254",GS FUSOS COURS SOCIAUX ABOBO (EX-COURS SOCIAUX),ABOBO,"SOGEFHIA, COMPLEXE SPORTIF",5.438800000000000,-4.015000000000000,GENERALE,,,,,./0.png
0,0,"439",ABIDJAN 4,"190284",G.S.P.E.R ABOBO BC Extension,ABOBO,,,,GENERALE,,,,,./0.png
-4.0567,5.4459,"440",ABIDJAN 4,"190110",INSTITUT BOH VALENTIN ABOBO,ABOBO,PK18 AGOUETO,5.445900000000000,-4.056700000000000,GENERALE,,,,,./0.png
0,0,"441",ABIDJAN 4,"190607",INSTITUT D'ENS. GEN. SCIENTIF.  A.S. POUCHKINE ABOBO,ABOBO,,,,GENERALE,,,,,./0.png
0,0,"442",ABIDJAN 4,"190099",INSTITUT Scol. SEC. ESSEIGOU AKA ABOBO N'Guessankoi,ABOBO,,,,GENERALE,,,,,./0.png
-4.0097,5.4446,"443",ABIDJAN 4,"41614",COLLEGE ABOUDRAMANE TRAORE / ABOBO PK 18,ABOBO,ABOBO PK 18,5.444600000000000,-4.009700000000000,GENERALE,,,,,./0.png
-4.014,5.4419,"444",ABIDJAN 4,"49588",COLLEGE FAH DOUMBIA DE ABOBO,ABOBO,SOGEFIHA,5.441900000000000,-4.014000000000000,GENERALE,,,,,./0.png
-4.0212,5.4418,"445",ABIDJAN 4,"57953",COLLEGE PRIVE BOUN LAYE CAMARA,ABOBO,AVOCATIER,5.441800000000000,-4.021200000000000,GENERALE,,,,,./0.png
-4.9835,5.4439,"446",ABIDJAN 4,"57955",COLLEGE PRIVE HINNEH DE BIABOU,ABOBO,BIABOU,5.443900000000000,-4.983500000000000,GENERALE,,,,,./0.png
-4.0533,5.4851,"447",ABIDJAN 4,"9919",PENSIONNAT PROTESTANT FILLES ANYAMA,ANYAMA,"ANYAMA, BELLEVILLE",5.485100000000000,-4.053300000000000,GENERALE,,,,,./0.png
